      325.000       0.626572   +/- 0.02
      327.500       0.629312   +/- 0.02
      330.000       0.630680   +/- 0.02
      332.500       0.630731   +/- 0.02
      335.000       0.629929   +/- 0.02
      337.500       0.630848   +/- 0.02
      340.000       0.631303   +/- 0.02
      342.500       0.632572   +/- 0.02
      345.000       0.633266   +/- 0.02
      347.500       0.633707   +/- 0.02
      350.000       0.633566   +/- 0.01
      352.500       0.634435   +/- 0.01
      355.000       0.635183   +/- 0.01
      357.500       0.637230   +/- 0.01
      360.000       0.637738   +/- 0.01
      362.500       0.639317   +/- 0.01
      365.000       0.639267   +/- 0.01
      367.500       0.641219   +/- 0.01
      370.000       0.642625   +/- 0.01
      372.500       0.643695   +/- 0.01
      375.000       0.644404   +/- 0.01
      377.500       0.644259   +/- 0.01
      380.000       0.643256   +/- 0.01
      382.500       0.643580   +/- 0.01
      385.000       0.644060   +/- 0.01
      387.500       0.645039   +/- 0.01
      390.000       0.646739   +/- 0.01
      392.500       0.648442   +/- 0.01
      395.000       0.649528   +/- 0.01
      397.500       0.650809   +/- 0.01
      400.000       0.651158   +/- 0.01
      402.500       0.651723   +/- 0.01
      405.000       0.652062   +/- 0.01
      407.500       0.652862   +/- 0.01
      410.000       0.652899   +/- 0.01
      412.500       0.652689   +/- 0.01
      415.000       0.652943   +/- 0.01
      417.500       0.652790   +/- 0.01
      420.000       0.656337   +/- 0.01
      422.500       0.659738   +/- 0.01
      425.000       0.663728   +/- 0.01
      427.500       0.665748   +/- 0.01
      430.000       0.666875   +/- 0.01
      432.500       0.668244   +/- 0.01
      435.000       0.668554   +/- 0.01
      437.500       0.668367   +/- 0.01
      440.000       0.668466   +/- 0.01
      442.500       0.668063   +/- 0.01
      445.000       0.667573   +/- 0.01
      447.500       0.666798   +/- 0.01
      450.000       0.666817   +/- 0.01
      452.500       0.666366   +/- 0.01
      455.000       0.666199   +/- 0.01
      457.500       0.666183   +/- 0.01
      460.000       0.667087   +/- 0.01
      462.500       0.668027   +/- 0.01
      465.000       0.668662   +/- 0.01
      467.500       0.668329   +/- 0.01
      470.000       0.668047   +/- 0.01
      472.500       0.666076   +/- 0.01
      475.000       0.665496   +/- 0.01
      477.500       0.664577   +/- 0.01
      480.000       0.665561   +/- 0.01
      482.500       0.667594   +/- 0.01
      485.000       0.668752   +/- 0.01
      487.500       0.668606   +/- 0.01
      490.000       0.668147   +/- 0.01
      492.500       0.668602   +/- 0.01
      495.000       0.669638   +/- 0.01
      497.500       0.670062   +/- 0.01
      500.000       0.670548   +/- 0.01
      502.500       0.671708   +/- 0.01
      505.000       0.672625   +/- 0.01
      507.500       0.673578   +/- 0.01
      510.000       0.673917   +/- 0.01
      512.500       0.674123   +/- 0.01
      515.000       0.673452   +/- 0.01
      517.500       0.673380   +/- 0.01
      520.000       0.671314   +/- 0.01
      522.500       0.670797   +/- 0.01
      525.000       0.670091   +/- 0.01
      527.500       0.670392   +/- 0.01
      530.000       0.671451   +/- 0.01
      532.500       0.671616   +/- 0.01
      535.000       0.671435   +/- 0.01
      537.500       0.671627   +/- 0.01
      540.000       0.671164   +/- 0.01
      542.500       0.671148   +/- 0.01
      545.000       0.671327   +/- 0.01
      547.500       0.670519   +/- 0.01
      550.000       0.669375   +/- 0.01
      552.500       0.668974   +/- 0.01
      555.000       0.668881   +/- 0.01
      557.500       0.669254   +/- 0.01
      560.000       0.668671   +/- 0.01
      562.500       0.669061   +/- 0.01
      565.000       0.668534   +/- 0.01
      567.500       0.667733   +/- 0.01
      570.000       0.667152   +/- 0.01
      572.500       0.667204   +/- 0.01
      575.000       0.667949   +/- 0.01
      577.500       0.667753   +/- 0.01
      580.000       0.666908   +/- 0.01
      582.500       0.666097   +/- 0.01
      585.000       0.664659   +/- 0.01
      587.500       0.663960   +/- 0.01
      590.000       0.662753   +/- 0.01
      592.500       0.662675   +/- 0.01
      595.000       0.662507   +/- 0.01
      597.500       0.663469   +/- 0.01
      600.000       0.664129   +/- 0.01
      602.500       0.664042   +/- 0.01
      605.000       0.663760   +/- 0.01
      607.500       0.663778   +/- 0.01
      610.000       0.663635   +/- 0.01
      612.500       0.663637   +/- 0.01
      615.000       0.662912   +/- 0.01
      617.500       0.663006   +/- 0.01
      620.000       0.662339   +/- 0.01
      622.500       0.661489   +/- 0.01
      625.000       0.660065   +/- 0.01
      627.500       0.659024   +/- 0.01
      630.000       0.657631   +/- 0.01
      632.500       0.657599   +/- 0.01
      635.000       0.657498   +/- 0.01
      637.500       0.653601   +/- 0.01
      640.000       0.649315   +/- 0.01
      642.500       0.644923   +/- 0.01
      645.000       0.644064   +/- 0.01
      647.500       0.643669   +/- 0.01
      650.000       0.644335   +/- 0.01
      652.500       0.643527   +/- 0.01
      655.000       0.642743   +/- 0.01
      657.500       0.642254   +/- 0.01
      660.000       0.641587   +/- 0.01
      662.500       0.639994   +/- 0.01
      665.000       0.638629   +/- 0.01
      667.500       0.637025   +/- 0.01
      670.000       0.635983   +/- 0.01
      672.500       0.636007   +/- 0.01
      675.000       0.636261   +/- 0.01
      677.500       0.635612   +/- 0.01
      680.000       0.635564   +/- 0.01
      682.500       0.635504   +/- 0.01
      685.000       0.635017   +/- 0.01
      687.500       0.634350   +/- 0.01
      690.000       0.633541   +/- 0.01
      692.500       0.632936   +/- 0.01
      695.000       0.630425   +/- 0.01
      697.500       0.629806   +/- 0.01
      700.000       0.628731   +/- 0.01
      702.500       0.628302   +/- 0.01
      705.000       0.626611   +/- 0.01
      707.500       0.627082   +/- 0.01
      710.000       0.624947   +/- 0.01
      712.500       0.625082   +/- 0.01
      715.000       0.624936   +/- 0.01
      717.500       0.624035   +/- 0.01
      720.000       0.621472   +/- 0.01
      722.500       0.620207   +/- 0.01
      725.000       0.618304   +/- 0.01
      727.500       0.616695   +/- 0.01
      730.000       0.616825   +/- 0.01
      732.500       0.616371   +/- 0.01
      735.000       0.615353   +/- 0.01
      737.500       0.614178   +/- 0.01
      740.000       0.611598   +/- 0.01
      742.500       0.611182   +/- 0.01
      745.000       0.610909   +/- 0.01
      747.500       0.608123   +/- 0.01
      750.000       0.605979   +/- 0.01
      752.500       0.604623   +/- 0.01
      755.000       0.604318   +/- 0.01
      757.500       0.603355   +/- 0.01
      760.000       0.601727   +/- 0.01
      762.500       0.600476   +/- 0.01
      765.000       0.598939   +/- 0.01
      767.500       0.598923   +/- 0.01
      770.000       0.598605   +/- 0.01
      772.500       0.596773   +/- 0.01
      775.000       0.594412   +/- 0.01
      777.500       0.592905   +/- 0.01
      780.000       0.591403   +/- 0.01
      782.500       0.588115   +/- 0.01
      785.000       0.585117   +/- 0.01
      787.500       0.584136   +/- 0.01
      790.000       0.584238   +/- 0.01
      792.500       0.582535   +/- 0.01
      795.000       0.580873   +/- 0.01
      797.500       0.580100   +/- 0.01
      800.000       0.578774   +/- 0.01
      802.500       0.577075   +/- 0.01
      805.000       0.575282   +/- 0.01
      807.500       0.574157   +/- 0.01
      810.000       0.573614   +/- 0.01
      812.500       0.573236   +/- 0.01
      815.000       0.573173   +/- 0.01
      817.500       0.573157   +/- 0.01
      820.000       0.573070   +/- 0.01
      822.500       0.574713   +/- 0.01
      825.000       0.576281   +/- 0.01
      827.500       0.576664   +/- 0.01
      830.000       0.576196   +/- 0.01
      832.500       0.577758   +/- 0.01
      835.000       0.578361   +/- 0.01
      837.500       0.578099   +/- 0.01
      840.000       0.576351   +/- 0.01
      842.500       0.576320   +/- 0.01
      845.000       0.577151   +/- 0.01
      847.500       0.578670   +/- 0.01
      850.000       0.580879   +/- 0.01
      852.500       0.581494   +/- 0.01
      855.000       0.582271   +/- 0.01
      857.500       0.582925   +/- 0.01
      860.000       0.584689   +/- 0.01
      862.500       0.586611   +/- 0.01
      865.000       0.588252   +/- 0.01
      867.500       0.589991   +/- 0.01
      870.000       0.591469   +/- 0.01
      872.500       0.594908   +/- 0.01
      875.000       0.598050   +/- 0.01
      877.500       0.601201   +/- 0.01
      880.000       0.603899   +/- 0.01
      882.500       0.607519   +/- 0.01
      885.000       0.609732   +/- 0.01
      887.500       0.611277   +/- 0.01
      890.000       0.613863   +/- 0.01
      892.500       0.616843   +/- 0.01
      895.000       0.622217   +/- 0.01
      897.500       0.626466   +/- 0.01
      900.000       0.630950   +/- 0.02
      902.500       0.633520   +/- 0.02
      905.000       0.636876   +/- 0.02
      907.500       0.639815   +/- 0.02
      910.000       0.642015   +/- 0.02
      912.500       0.642610   +/- 0.02
      915.000       0.646038   +/- 0.02
      917.500       0.650647   +/- 0.02
      920.000       0.656701   +/- 0.02
      922.500       0.659416   +/- 0.02
      925.000       0.660911   +/- 0.02
      927.500       0.663652   +/- 0.02
      930.000       0.666736   +/- 0.02
      932.500       0.669741   +/- 0.02
      935.000       0.672266   +/- 0.02
      937.500       0.674605   +/- 0.02
      940.000       0.676498   +/- 0.02
      942.500       0.677369   +/- 0.02
      945.000       0.677264   +/- 0.02
      947.500       0.677466   +/- 0.02
      950.000       0.679569   +/- 0.02
      952.500       0.678921   +/- 0.02
      955.000       0.680369   +/- 0.02
      957.500       0.682679   +/- 0.02
      960.000       0.683384   +/- 0.02
      962.500       0.684725   +/- 0.02
      965.000       0.686171   +/- 0.02
      967.500       0.688421   +/- 0.02
      970.000       0.690047   +/- 0.02
      972.500       0.691165   +/- 0.02
      975.000       0.691539   +/- 0.02
      977.500       0.691074   +/- 0.02
      980.000       0.690960   +/- 0.02
      982.500       0.694667   +/- 0.02
      985.000       0.695210   +/- 0.02
      987.500       0.691227   +/- 0.02
      990.000       0.693135   +/- 0.02
      992.500       0.694604   +/- 0.02
      995.000       0.694992   +/- 0.02
      997.500       0.695803   +/- 0.02
      1000.00       0.701511   +/- 0.04
      1002.50       0.693289   +/- 0.04
      1005.00       0.693104   +/- 0.04
      1007.50       0.691664   +/- 0.04
      1010.00       0.690212   +/- 0.04
      1012.50       0.688364   +/- 0.04
      1015.00       0.687829   +/- 0.04
      1017.50       0.688942   +/- 0.04
      1020.00       0.688617   +/- 0.04
      1022.50       0.687154   +/- 0.04
      1025.00       0.685143   +/- 0.04
      1027.50       0.682697   +/- 0.04
      1030.00       0.682897   +/- 0.04
      1032.50       0.683094   +/- 0.04
      1035.00       0.684078   +/- 0.04
      1037.50       0.682947   +/- 0.04
      1040.00       0.681447   +/- 0.04
      1042.50       0.681196   +/- 0.04
      1045.00       0.683318   +/- 0.04
      1047.50       0.685014   +/- 0.04
      1050.00       0.684852   +/- 0.05
      1052.50       0.682304   +/- 0.05
      1055.00       0.677682   +/- 0.05
      1057.50       0.670812   +/- 0.05
      1060.00       0.665709   +/- 0.05
      1062.50       0.662780   +/- 0.05
      1065.00       0.661294   +/- 0.05
      1067.50       0.661532   +/- 0.05
      1070.00       0.663326   +/- 0.05
      1072.50       0.666248   +/- 0.05
      1075.00       0.664435   +/- 0.05
      1077.50       0.667395   +/- 0.05
      1080.00       0.669051   +/- 0.05
      1082.50       0.667316   +/- 0.05
      1085.00       0.658981   +/- 0.05
      1087.50       0.656788   +/- 0.05
      1090.00       0.654305   +/- 0.05
      1092.50       0.651402   +/- 0.05
      1095.00       0.644742   +/- 0.05
      1097.50       0.635154   +/- 0.05
      1100.00       0.620875   +/- 0.05
